"route_uniq","fips","lat","lon"
"C840S53R311","30091",48.968104,-104.189488
"C840S53R312","30047",47.988936,-113.924161
"C840S53R313","30049",47.027033,-112.050625
"C840S53R314","30013",47.542278,-111.703118
"C840S53R315","30013",47.045102,-110.819357
"C840S53R316","30027",47.561464,-109.375238
"C840S53R317","30069",47.074995,-108.123743
"C840S53R318","30033",47.190675,-107.222999
"C840S53R319","30033",47.325598,-106.170658
"C840S53R320","30021",47.225122,-105.166186
"C840S53R321","30083",47.867572,-104.508263
"C840S53R322","30039",46.083917,-113.506882
"C840S53R323","30043",46.481362,-112.006589
"C840S53R324","30059",46.881956,-111.358627
"C840S53R325","30045",46.885687,-110.25342
"C840S53R326","30027",46.828793,-109.269751
"C840S53R327","30065",46.727405,-108.934038
"C840S53R328","30003",46.019353,-107.555504
"C840S53R329","30033",46.990433,-106.268572
"C840S53R330","30017",46.245982,-105.262831
"C840S53R331","30079",46.785153,-104.613693
"C840S53R332","30057",45.12883,-112.172905
"C840S53R333","30031",45.072042,-111.19883
"C840S53R334","30067",45.873837,-110.724565
"C840S53R335","30095",45.916148,-109.059699
"C840S53R336","30003",45.375107,-108.058769
"C840S53R337","30003",45.086184,-107.461601
"C840S53R338","30087",45.623333,-106.666411
"C840S53R339","30075",45.540958,-105.826051
"C840S53R340","30011",45.75894,-104.942069
"C840S53R341","30031",44.852621,-111.062776
"C840S53R800","30029",48.6986692,-114.1929772
"C840S53R900","30035",48.6915527,-113.5308299
"C840S53R901","30081",46.3310791,-114.1724926
"C840S53R902","30081",46.5749907,-113.831439
"C840S53R903","30063",46.7256818,-113.589985
"C840S53R904","30039",46.7003077,-113.2233429
"C840S53R905","30077",47.0305267,-113.2368619
"C840S53R906","30063",46.8935108,-113.3867024
"C840S53R907","30009",45.20504,-108.7538747
"C840S53R908","30065",46.1988347,-108.4511499
"C840S53R955","30077",47.0307201,-113.2372617
"C840S53R956","30077",47.0307201,-113.237261
"C840S54R001","31131",40.5520447,-95.7947529
"C840S54R002","31097",40.4650912,-96.0668798
"C840S54R003","31133",40.0734217,-96.4070669
"C840S54R004","31169",40.2199177,-97.5577459
"C840S54R005","31159",40.8872417,-97.1583399
"C840S54R006","31001",40.6184587,-98.6673129
"C840S54R007","31099",40.6406757,-98.8760679
"C840S54R008","31047",40.9376453,-99.5023032
"C840S54R009","31065",40.3070527,-99.9683619
"C840S54R010","31145",40.1757846,-100.2510124
"C840S54R011","20153",40.0025497,-101.2298429
"C840S54R012","31153",41.1764063,-96.1391528
"C840S54R013","31055",41.34351,-96.08125
"C840S54R014","31023",41.1630727,-97.3498079
"C840S54R015","31037",41.4820177,-97.1945039
"C840S54R016","31183",41.9187247,-98.6840139
"C840S54R017","31011",41.8865107,-98.0363319
"C840S54R018","31115",41.8425077,-99.6487049
"C840S54R019","31041",41.1189127,-99.7141019
"C840S54R020","31111",41.1634457,-101.2702409
"C840S54R021","31033",41.3523266,-102.9730078
"C840S54R022","31173",42.1915702,-96.7354923
"C840S54R023","31107",42.6988061,-97.9539527
"C840S54R024","31179",42.1849007,-97.1347279
"C840S54R025","31089",42.7695353,-98.5988124
"C840S54R026","31089",42.6534207,-98.6769859
"C840S54R027","31115",42.021567,-99.4624293
"C840S54R028","31017",42.5928366,-99.9988861
"C840S54R029","31031",42.2796649,-101.7208618
"C840S54R030","31165",42.2503717,-103.7829219
"C840S54R031","31031",42.6521647,-100.5366606
"C840S54R032","31041",41.1770247,-100.0548479
"C840S54R033","31105",41.2483521,-103.6630552
"C840S54R034","31161",42.7324127,-102.2045289
"C840S54R035","31111",40.9946407,-100.4720309
"C840S54R036","31057",40.0572037,-101.5499949
"C840S54R037","31117",41.7218051,-100.7705095
"C840S54R038","31005",41.4342597,-101.7086419
"C840S54R039","31069",41.7858723,-102.4579398
"C840S54R040","31157",41.6980247,-103.9868089
"C840S54R041","31031",42.2888847,-100.5364229
"C840S54R042","31091",42.0059106,-101.0465689
"C840S54R043","31013",42.1806217,-102.7815019
"C840S54R044","31165",42.607185,-103.5836566
"C840S54R103","31133",40.0735636,-96.4074068
"C840S54R116","31183",41.9425827,-98.7032699
"C840S54R119","31041",41.1258697,-99.4989389
"C840S54R124","31179",42.1847772,-97.134886
"C840S54R130","31165",42.2789651,-103.6599064
"C840S54R203","31133",40.088258,-96.388121
"C840S54R219","31041",41.15686,-99.4724
"C840S54R900","31165",42.9298442,-103.875342
"C840S54R901","31045",42.7519425,-102.9147494
"C840S55R001","32031",41.4882487,-119.8303989
"C840S55R002","32013",41.3171877,-118.9004059
"C840S55R003","32013",41.8823377,-117.1034859
"C840S55R004","32007",41.2263817,-116.5900339
"C840S55R005","32007",41.0704517,-115.9007665
"C840S55R006","32007",41.9460977,-114.0728079
"C840S55R007","32031",40.2636938,-119.7796496
"C840S55R008","32027",40.4792817,-118.3329159
"C840S55R009","32015",40.1686217,-117.1872779
"C840S55R010","32011",40.0802831,-116.5858881
"C840S55R011","32033",40.0935212,-115.6324132
"C840S55R012","32007",40.328679,-114.8020439
"C840S55R013","32031",39.7695387,-119.5489579
"C840S55R014","32001",39.2738067,-118.3101189
"C840S55R015","32023",39.0044442,-117.4662536
"C840S55R016","32011",39.5518146,-116.3870941
"C840S55R017","32033",39.3621311,-115.2707624
"C840S55R018","32033",39.2075029,-114.4976522
"C840S55R019","32005",39.0037402,-119.8462197
"C840S55R020","32021",38.5501977,-118.4721449
"C840S55R021","32023",38.8057797,-117.1041949
"C840S55R022","32023",38.8779597,-116.4033739
"C840S55R023","32023",38.1481212,-115.612409
"C840S55R024","32033",38.7946177,-114.5604399
"C840S55R025","32009",37.7555048,-117.6339503
"C840S55R027","32017",37.6075607,-115.0336839
"C840S55R028","32017",37.6959387,-114.7461089
"C840S55R029","32023",36.9072027,-116.7617883
"C840S55R030","32017",36.9884637,-115.2569349
"C840S55R031","32003",36.5012519,-114.7610923
"C840S55R032","32003",35.7204427,-115.2094039
"C840S55R033","32003",35.7087118,-114.7110604
"C840S55R037","32007",41.9347177,-115.4191359
"C840S55R043","32007",40.3534367,-115.6277619
"C840S55R045","32031",39.9432554,-119.3834746
"C840S55R101","32031",41.833551,-119.6696108
"C840S55R103","32013",41.4177434,-117.4503139
"C840S55R108","32027",40.4669574,-118.3127891
"C840S55R114","32001",39.4020097,-118.7255249
"C840S55R119","32005",39.0037402,-119.84621
"C840S55R120","32021",38.6442617,-118.7546769
"C840S55R121","32023",38.8931842,-117.19377
"C840S55R125","32009",37.7555048,-117.63395
"C840S55R130","32017",36.9477957,-115.2763589
"C840S55R143","32007",40.1798727,-115.4929227
"C840S55R208","32027",40.653659,-118.00395
"C840S55R901","32033",39.1598606,-114.8025242
"C840S55R902","32007",41.7889927,-115.9521789
"C840S55R903","32013",41.5905187,-119.3053669
"C840S55R904","32019",39.3028567,-119.2548979
"C840S55R905","32015",39.2077202,-117.0926751
"C840S55R906","32023",36.4907307,-116.3432079
"C840S55R907","32013",41.7723066,-119.1199346
"C840S55R908","32017",37.6097121,-114.5220782
"C840S55R909","32019",39.3,-119.26666
"C840S58R001","33011",42.9015085,-71.8661202
"C840S58R002","33015",42.9514077,-71.0690899
"C840S58R003","33005",42.8007764,-72.1685998
"C840S58R004","33017",43.2321417,-70.9134599
"C840S58R005","33013",43.1841551,-71.686612
"C840S58R006","33015",43.1980043,-71.2880123
"C840S58R007","33013",43.2494327,-71.6191959
"C840S58R008","33017",43.2499219,-71.1982777
"C840S58R009","33013",43.3742607,-71.6070436
"C840S58R010","33001",43.4146177,-71.204272
"C840S58R011","33013",43.4568165,-71.8805982
"C840S58R012","33003",43.9913408,-71.2929175
"C840S58R013","33005",43.0263963,-72.3814817
"C840S58R014","33005",43.0768236,-72.2121162
"C840S58R015","33019",43.5045711,-72.1318885
"C840S58R016","33003",44.1166667,-71.35
"C840S58R017","33007",44.3571867,-71.3885019
"C840S58R018","33009",44.1798777,-71.7063079
"C840S58R019","33007",44.6075764,-71.3190129
"C840S58R020","33007",44.6832807,-71.5868762
"C840S58R021","33007",44.8672811,-71.3006396
"C840S58R022","33007",44.9972951,-71.3746691
"C840S58R023","33003",44.0894974,-71.2050191
"C840S58R102","33015",42.9513695,-71.0680056
"C840S58R116","33003",44.0969107,-71.3537309
"C840S59R001","34015",39.8314157,-75.1462189
"C840S59R002","34011",39.3852634,-75.3494715
"C840S59R003","34033",39.5314149,-75.1074594
"C840S59R004","34033",39.6822997,-75.4913609
"C840S59R005","34029",39.9994195,-74.2280982
"C840S59R006","34007",39.7769177,-74.9720939
"C840S59R007","34007",39.6956577,-74.8443379
"C840S59R008","34005",39.9721857,-74.8571779
"C840S59R009","34011",39.4166137,-74.9255249
"C840S59R010","34019",40.5089177,-74.9307429
"C840S59R011","34029",40.0824665,-74.288646
"C840S59R012","34021",40.2684307,-74.7255729
"C840S59R013","34025",40.1672217,-74.0627799
"C840S59R014","34019",40.5107877,-74.9305639
"C840S59R015","34021",40.1964127,-74.5975039
"C840S59R016","34041",40.8633847,-75.0149169
"C840S59R017","34003",40.8343707,-74.1099179
"C840S59R018","34031",41.0726673,-74.2556528
"C840S59R019","34037",41.1181687,-74.7967659
"C840S59R020","34041",40.6572687,-75.0997599
"C840S59R021","34037",41.3073947,-74.6772749
"C840S59R022","34027",40.9884812,-74.3851971
"C840S59R023","34035",40.7140195,-74.7198716
"C840S59R024","34035",40.6556297,-74.4044889
"C840S59R025","34025",40.4377267,-74.1800609
"C840S59R026","34023",40.4002128,-74.5197857
"C840S59R027","34005",40.0764087,-74.5820889
"C840S59R028","34005",39.7511224,-74.585006
"C840S59R029","34001",39.4859597,-74.5617049
"C840S59R030","34009",39.2953945,-74.5547951
"C840S59R031","34009",39.0356197,-74.9328949
"C840S59R032","34029",39.6479947,-74.2991419
"C840S59R033","34005",39.8814577,-74.4494449
"C840S59R104","34033",39.6959057,-75.4681439
"C840S59R107","34015",39.6694554,-74.913799
"C840S59R109","34015",39.6866174,-74.9865325
"C840S59R111","34029",40.08243,-74.288631
"C840S59R114","34019",40.51139,-74.924025
"C840S59R116","34041",40.8833603,-75.0589721
"C840S59R131","34009",39.0356197,-74.9328949
"C840S59R132","34029",39.6488431,-74.2983884
"C840S59R204","34033",39.6959057,-75.468143
"C840S59R231","34009",39.0178043,-74.9008117
"C840S59R232","34005",39.668937,-74.421796
"C840S60R001","35045",36.7711947,-108.1106179
"C840S60R002","35045",36.1676097,-107.7013619
"C840S60R003","35039",36.5200127,-106.3360529
"C840S60R004","35039",36.0797837,-105.7975849
"C840S60R005","35007",36.5885417,-104.1164099
"C840S60R006","35059",36.7278337,-103.5750419
"C840S60R007","35031",35.7834627,-108.0570609
"C840S60R008","35043",35.7840111,-107.2646486
"C840S60R009","35049",35.5233697,-106.0592719
"C840S60R010","35047",35.5743487,-105.6755989
"C840S60R011","35033",35.7833333,-104.5666667
"C840S60R012","35037",35.1719727,-103.7043529
"C840S60R013","35006",34.6383511,-108.4498979
"C840S60R014","35006",34.8555917,-107.3866879
"C840S60R015","35061",34.7961467,-106.6750109
"C840S60R016","35027",34.0560923,-105.8578143
"C840S60R017","35011",34.1098564,-104.2297055
"C840S60R018","35041",34.0200567,-103.7367849
"C840S60R019","35003",33.9262784,-108.1876061
"C840S60R020","35053",33.749487,-107.3217132
"C840S60R021","35053",33.8231137,-106.6542819
"C840S60R022","35027",33.6891907,-105.8493706
"C840S60R023","35005",33.0896297,-104.8270959
"C840S60R024","35025",33.3149504,-103.6280881
"C840S60R025","35029",32.3245289,-108.1067589
"C840S60R026","35029",32.3333333,-107.8333333
"C840S60R027","35013",32.3802337,-106.7294539
"C840S60R028","35035",32.9576087,-105.7457016
"C840S60R029","35015",32.6557967,-104.3957139
"C840S60R030","35025",32.8985357,-103.6629479
"C840S60R031","35023",31.9280116,-108.9941583
"C840S60R051","35045",36.6069631,-108.9214683
"C840S60R052","35039",36.4327042,-107.4794163
"C840S60R053","35039",36.6172567,-106.9010999
"C840S60R054","35007",36.429871,-105.29927
"C840S60R055","35007",36.3201947,-104.4212339
"C840S60R056","35021",35.9792717,-103.6855999
"C840S60R057","35031",35.2921949,-108.9107183
"C840S60R058","35031",35.4463117,-107.4433369
"C840S60R059","35043",35.7466305,-106.779464
"C840S60R060","35047",35.6605096,-105.3361242
"C840S60R061","35047",35.3881137,-104.4610059
"C840S60R062","35021",35.8403388,-103.6785946
"C840S60R063","35003",34.4625537,-108.7731399
"C840S60R064","35003",34.0384437,-107.7693099
"C840S60R065","35057",34.5074572,-106.1909023
"C840S60R066","35027",34.0197597,-105.1501699
"C840S60R067","35019",34.7803261,-104.9434186
"C840S60R068","35009",34.4636507,-103.4776839
"C840S60R069","35003",33.644134,-108.7910908
"C840S60R070","35053",33.5104187,-107.2197419
"C840S60R071","35053",33.7152917,-106.9502237
"C840S60R072","35027",33.6810096,-105.0706138
"C840S60R073","35005",33.5037118,-104.475157
"C840S60R074","35041",33.7433287,-103.6484449
"C840S60R075","35023",32.3972197,-108.7266319
"C840S60R076","35051",32.9200137,-107.6265249
"C840S60R077","35013",32.2282717,-106.7975929
"C840S60R078","35035",32.5687748,-105.5729156
"C840S60R079","35015",32.245658,-104.6971728
"C840S60R080","35025",32.8420703,-103.1450556
"C840S60R081","35017",31.9176187,-108.3188559
"C840S60R082","35029",31.8359947,-107.5695189
"C840S60R101","35045",36.7454597,-108.1474769
"C840S60R107","35006",35.2666767,-108.1239789
"C840S60R111","35047",35.6552916,-104.3751645
"C840S60R112","35021",35.4023345,-103.5092263
"C840S60R114","35006",34.8699738,-107.2466969
"C840S60R115","35053",34.1107524,-106.8715622
"C840S60R116","35027",34.05,-105.8166667
"C840S60R121","35051",33.1827307,-106.9863819
"C840S60R126","35029",32.5335077,-107.4876559
"C840S60R130","35025",32.4717827,-103.2960129
"C840S60R153","35039",36.6191539,-106.9003714
"C840S60R154","35007",36.3350337,-105.29169
"C840S60R155","35007",36.6066007,-104.7260509
"C840S60R158","35031",35.4463117,-107.443336
"C840S60R163","35003",34.5445357,-108.7904439
"C840S60R164","35053",34.17281,-107.3003133
"C840S60R166","35027",33.9958055,-105.1106501
"C840S60R201","35045",36.8338846,-108.010155
"C840S60R221","35051",33.1786297,-107.0297999
"C840S60R263","35003",34.341296,-108.523606
"C840S60R301","35045",36.8338846,-108.010155
"C840S60R900","35059",36.7831377,-103.9720689
"C840S61R001","36103",40.7948577,-72.6449719
"C840S61R002","36103",40.8644157,-72.7986209
"C840S61R003","36103",40.8996977,-73.3894649
"C840S61R004","36059",40.6032727,-73.5077039
"C840S61R005","36103",40.7992357,-73.2277839
"C840S61R006","36119",41.2206437,-73.6414019
"C840S61R007","36119",41.3278617,-73.6848919
"C840S61R008","36027",41.9708297,-73.9211209
"C840S61R009","36111",41.7522667,-73.9895919
"C840S61R010","36071",41.2736877,-74.3923049
"C840S61R011","36071",41.3812217,-74.4140959
"C840S61R012","36111",41.8019497,-74.0071189
"C840S61R013","36105",41.5334407,-74.5802369
"C840S61R014","36111",42.0000917,-74.3467809
"C840S61R015","36071",41.4526297,-74.5049339
"C840S61R016","36021",42.3497047,-73.4115969
"C840S61R017","36083",42.7275747,-73.3039629
"C840S61R018","36039",42.3521387,-73.9939669
"C840S61R019","36021",42.3202337,-73.6753829
"C840S61R020","36091",42.9277137,-73.8449109
"C840S61R021","36039",42.3989107,-74.1783949
"C840S61R022","36001",42.4363317,-74.1520169
"C840S61R023","36077",42.6609927,-74.8633269
"C840S61R024","36025",42.3973547,-74.9237879
"C840S61R025","36095",42.6548767,-74.4021599
"C840S61R026","36093",42.7318997,-74.1951349
"C840S61R027","36095",42.4848037,-74.4004979
"C840S61R028","36039",42.1781437,-74.1214389
"C840S61R029","36077",42.5686667,-75.1557779
"C840S61R030","36007",42.3472227,-75.9366669
"C840S61R031","36017",42.3180237,-75.5570359
"C840S61R032","36017",42.5200097,-75.7308889
"C840S61R033","36007",42.0123327,-75.8032509
"C840S61R034","36077",42.4378997,-75.0998799
"C840S61R035","36053",42.9082127,-75.4667379
"C840S61R036","36017",42.4021987,-75.6038909
"C840S61R037","36011",42.9526277,-76.6985329
"C840S61R038","36007",42.3591667,-76.0044449
"C840S61R039","36107",42.2073307,-76.1634009
"C840S61R040","36099",42.7411737,-76.8217859
"C840S61R041","36023",42.5202627,-76.2599639
"C840S61R042","36099",42.8006247,-76.9332749
"C840S61R043","36099",42.5515907,-76.6333469
"C840S61R044","36007",42.0423777,-76.0359509
"C840S61R045","36003",42.2779527,-77.9436889
"C840S61R046","36051",42.5032347,-77.8406359
"C840S61R047","36069",42.8999277,-77.1187369
"C840S61R048","36069",42.7793497,-77.2581629
"C840S61R049","36123",42.6688307,-77.2251299
"C840S61R050","36069",42.7071007,-77.5926879
"C840S61R051","36055",42.9708677,-77.5572209
"C840S61R052","36051",42.6940897,-77.9559089
"C840S61R053","36029",42.6805707,-78.8216099
"C840S61R054","36029",42.9562967,-78.6967019
"C840S61R055","36121",42.6178717,-78.1784059
"C840S61R056","36009",42.2769437,-78.8989789
"C840S61R057","36121",42.5957057,-78.3611669
"C840S61R058","36121",42.6213397,-78.1039209
"C840S61R059","36009",42.0548007,-78.9408579
"C840S61R060","36003",42.4845267,-78.2391139
"C840S61R061","36013",42.5000587,-79.2614209
"C840S61R062","36013",41.9986107,-79.4116839
"C840S61R063","36009",42.5012127,-79.0380259
"C840S61R064","36063",43.0697617,-78.8506549
"C840S61R065","36063",43.2572547,-79.0022969
"C840S61R066","36073",43.1496467,-78.1154029
"C840S61R067","36055",43.1759107,-77.9620889
"C840S61R068","36055",43.1820467,-77.4844579
"C840S61R069","36011",43.2634447,-76.6878269
"C840S61R070","36067",43.1693497,-76.0264589
"C840S61R071","36045",44.0000587,-76.0454869
"C840S61R072","36075",43.6516667,-76.0970689
"C840S61R073","36043",43.6964937,-75.0129759
"C840S61R074","36065",43.3924887,-75.2973269
"C840S61R075","36075",43.4558097,-75.9023929
"C840S61R076","36049",43.6286487,-75.5571819
"C840S61R077","36049",43.7262817,-75.1690839
"C840S61R078","36043",43.4738997,-75.0230329
"C840S61R079","36065",43.1192707,-75.6687119
"C840S61R080","36065",43.0243237,-75.4334429
"C840S61R081","36041",43.6322327,-74.3944809
"C840S61R082","36043",43.6625207,-74.9492509
"C840S61R083","36041",43.7311437,-74.4725189
"C840S61R084","36031",43.9701127,-74.2428209
"C840S61R085","36041",43.5654587,-74.3975289
"C840S61R086","36041",43.3730777,-74.2029739
"C840S61R087","36041",43.7217467,-74.7918689
"C840S61R088","36113",43.6884937,-74.0622389
"C840S61R089","36115",43.2100377,-73.3079649
"C840S61R090","36115",43.2108147,-73.4141749
"C840S61R091","36115",43.0332427,-73.5108119
"C840S61R092","36113",43.6098217,-73.7371009
"C840S61R093","36113",43.5327757,-73.7953919
"C840S61R094","36089",44.3163047,-75.4279329
"C840S61R095","36089",44.8574697,-75.1337259
"C840S61R096","36089",44.6984127,-75.4650939
"C840S61R097","36089",44.4354227,-75.0557089
"C840S61R098","36089",44.1319167,-74.9230359
"C840S61R099","36033",44.5996577,-74.5000679
"C840S61R100","36033",44.4319917,-74.1807169
"C840S61R101","36089",44.0889227,-74.7968689
"C840S61R102","36089",44.5376687,-74.7210849
"C840S61R103","36089",44.6461827,-74.7117029
"C840S61R104","36033",44.1554437,-74.4453939
"C840S61R105","36033",44.8026467,-74.4417749
"C840S61R106","36031",44.1501027,-73.7671769
"C840S61R107","36019",44.7014077,-73.7508029
"C840S61R108","36019",44.8983077,-73.8779269
"C840S61R109","36031",44.4433387,-73.4887779
"C840S61R110","36069",42.6074657,-77.4085679
"C840S61R111","36009",42.0836187,-78.5902949
"C840S61R112","36019",44.8703977,-73.5550089
"C840S61R113","36045",44.1487467,-75.7014799
"C840S61R114","36089",44.2482817,-75.3944939
"C840S61R120","36091",42.8235737,-73.7328189
"C840S61R121","36025",42.0781957,-74.9852279
"C840S61R123","36077",42.5913477,-74.9252479
"C840S61R127","36095",42.4848037,-74.4004979
"C840S61R136","36017",42.4021987,-75.6038909
"C840S61R146","36051",42.5032347,-77.840635
"C840S61R154","36029",42.9563889,-78.6972222
"C840S61R169","36011",43.265073,-76.680291
"C840S61R182","36043",43.5833333,-74.85
"C840S61R199","36033",44.5249717,-74.4929809
"C840S61R206","36031",44.1333333,-73.7666667
"C840S61R207","36119",41.3311577,-73.6805499
"C840S61R210","36071",41.2736877,-74.392304
"C840S61R212","36111",41.8208287,-74.0006699
"C840S61R301","36089",44.1294587,-74.6305979
"C840S63R001","37019",33.9814607,-78.3795679
"C840S63R002","37031",34.95713,-76.65516
"C840S63R003","37129",34.1327657,-77.8775469
"C840S63R004","37141",34.5342189,-78.0716243
"C840S63R005","37047",34.3209605,-78.5992368
"C840S63R006","37155",34.4625247,-79.1965489
"C840S63R007","37055",35.9070947,-75.7751069
"C840S63R008","37137",35.0480767,-76.9029469
"C840S63R009","37117",35.7365247,-76.9799209
"C840S63R010","37065",35.9691437,-77.4434709
"C840S63R011","37107",35.2819414,-77.7112775
"C840S63R012","37101",35.6755372,-78.3220803
"C840S63R013","37191",35.4161407,-78.0698959
"C840S63R014","37001",35.9898149,-79.4688523
"C840S63R015","37081",35.917637,-79.7044966
"C840S63R016","37097",35.6938367,-80.9241249
"C840S63R017","37167",35.2194291,-80.2919201
"C840S63R018","37071",35.3816897,-81.3806159
"C840S63R019","37023",35.9588997,-81.9431229
"C840S63R020","37175",35.2667187,-82.6803659
"C840S63R021","37021",35.6482007,-82.4915559
"C840S63R022","37075",35.4291357,-83.8316649
"C840S63R023","37091",36.3581287,-76.9786679
"C840S63R024","37185",36.2540309,-77.9795614
"C840S63R025","37069",36.0593305,-78.4863356
"C840S63R026","37157",36.3779757,-79.8547069
"C840S63R027","37171",36.2898447,-80.6415019
"C840S63R028","37193",36.1431731,-81.1034324
"C840S63R029","37053",36.2551567,-75.8930969
"C840S63R030","37099",35.316016,-83.2186082
"C840S63R031","37011",36.0168463,-81.8815194
"C840S63R101","37019",33.9225168,-78.2125169
"C840S63R106","37155",34.4715967,-79.2005609
"C840S63R107","37055",35.8639187,-75.8611599
"C840S63R108","37137",35.0476517,-76.9044781
"C840S63R109","37117",35.6919219,-76.9896438
"C840S63R116","37003",35.8549613,-81.0657464
"C840S63R118","37045",35.3743051,-81.6361686
"C840S63R119","37023",35.8278747,-81.6405339
"C840S63R121","37021",35.5865273,-82.4803436
"C840S63R123","37091",36.3581287,-76.9786679
"C840S63R126","37157",36.3766523,-79.8498737
"C840S63R129","37053",36.25,-75.9
"C840S63R202","37049",34.9312881,-76.8406017
"C840S63R203","37133",34.7739701,-77.6299645
"C840S63R204","37141",34.5909333,-77.7928721
"C840S63R205","37141",34.4014777,-78.0548779
"C840S63R206","37051",34.8933417,-78.5809019
"C840S63R207","37153",34.8475995,-79.8554411
"C840S63R208","37095",35.4900673,-76.543981
"C840S63R210","37065",35.8648907,-77.7211309
"C840S63R211","37049",35.1020237,-77.1960299
"C840S63R212","37085",35.5245603,-78.9085878
"C840S63R213","37191",35.3169181,-78.0169365
"C840S63R214","37125",35.1749417,-79.3605889
"C840S63R215","37123",35.3388703,-79.8019587
"C840S63R216","37119",35.2425117,-80.6631699
"C840S63R217","37097",35.9287265,-80.7208082
"C840S63R218","37109",35.5089219,-81.4564775
"C840S63R219","37109",35.4626322,-81.4548416
"C840S63R220","37115",35.9105725,-82.6486108
"C840S63R221","37089",35.2966047,-82.3863829
"C840S63R222","37039",35.1673667,-84.0448309
"C840S63R223","37091",36.2872477,-76.7205313
"C840S63R224","37127",35.9991587,-77.8356539
"C840S63R225","37063",36.0899346,-78.9520912
"C840S63R226","37157",36.2588525,-79.6916268
"C840S63R227","37171",36.3382527,-80.6901489
"C840S63R228","37189",36.2714197,-81.5907129
"C840S63R229","37053",36.3208497,-75.9399429
"C840S63R230","37143",36.1444727,-76.4471289
"C840S63R231","37131",36.5332729,-77.3771141
"C840S63R232","37181",36.4516207,-78.4392029
"C840S63R233","37033",36.2956484,-79.4955592
"C840S63R234","37171",36.4958508,-80.5361312
"C840S63R301","37009",36.5567273,-81.4877504
"C840S63R302","37171",36.3460787,-80.6053549
"C840S63R303","37145",36.4747308,-79.1152367
"C840S63R304","37069",36.176991,-78.2113363
"C840S63R305","37083",36.4653338,-77.694212
"C840S63R306","37029",36.1860407,-76.0089199
"C840S63R307","37043",34.9969557,-83.9654629
"C840S63R308","37175",35.1436807,-82.8386369
"C840S63R309","37149",35.2125177,-82.0002509
"C840S63R310","37097",35.6825702,-80.8610815
"C840S63R311","37049",35.1020747,-77.1960089
"C840S63R312","37191",35.2683392,-78.052876
"C840S63R313","37147",35.7523027,-77.2310819
"C840S63R314","37125",35.1749287,-79.3606499
"C840S63R315","37093",34.9528807,-79.2812189
"C840S63R316","37051",34.9303027,-78.8536599
"C840S63R317","37133",34.9002767,-77.3607189
"C840S63R318","37037",35.5906977,-79.3326419
"C840S63R319","37049",35.2437321,-77.0602263
"C840S63R329","37053",36.4199384,-75.9245906
"C840S63R419","37049",35.266597,-76.996044
"C840S63R900","37093",35.0090297,-79.3092799
"C840S63R902","37049",35.0457687,-77.0695279
"C840S63R903","37031",34.7300597,-76.9359209
"C840S63R904","37123",35.3008077,-79.8933019
"C840S63R905","37073",36.5503967,-76.5500199
"C840S63R906","37087",35.7720827,-83.1013189
"C840S63R907","37089",35.4069697,-82.6432199
"C840S63R908","37199",35.7697307,-82.1982639
"C840S63R909","37023",35.8568197,-81.7896509
"C840S63R910","37113",35.0399431,-83.2023406
"C840S63R911","37113",35.2232814,-83.6042224
"C840S63R912","37039",35.2345817,-83.8530349
"C840S63R913","37013",35.6115051,-77.0140105
"C840S63R914","37019",34.125,-78.3944444
"C840S63R915","37049",35.2353943,-76.9257639
"C840S63R916","37091",36.45,-76.9833333
"C840S63R917","37173",35.516915,-83.294801
"C840S64R001","38081",46.1531849,-97.6746757
"C840S64R002","38077",46.4854717,-97.0100549
"C840S64R003","38093",46.7477197,-98.4812089
"C840S64R004","38045",46.3406907,-98.6828159
"C840S64R005","38043",46.8060287,-99.4688039
"C840S64R006","38051",46.1428537,-99.4821999
"C840S64R007","38035",47.845638,-97.6029243
"C840S64R008","38035",47.9619307,-97.4077439
"C840S64R009","38039",47.4859247,-98.2439809
"C840S64R010","38093",47.1679867,-98.4885929
"C840S64R011","38043",47.0675197,-99.6292032
"C840S64R012","38093",47.0807973,-99.0545676
"C840S64R013","38067",48.7529697,-97.1848759
"C840S64R014","38099",48.4560524,-97.5356201
"C840S64R015","38071",48.02897,-98.4333597
"C840S64R016","38071",48.2818817,-98.7246389
"C840S64R017","38079",48.7474635,-99.6133701
"C840S64R018","38005",48.2672307,-99.3513109
"C840S64R019","38015",47.2727187,-100.5587399
"C840S64R020","38085",46.2845877,-100.7953029
"C840S64R021","38089",46.9484737,-102.8519519
"C840S64R022","38025",47.4987607,-102.6094959
"C840S64R023","38101",48.4447167,-101.6472319
"C840S64R024","38075",48.8647667,-101.5405509
"C840S64R025","38053",48.1143616,-103.1250563
"C840S64R026","38061",48.2692787,-102.4614329
"C840S64R027","38077",46.4129929,-96.7567323
"C840S64R028","38049",48.4004127,-100.6573939
"C840S64R029","38037",46.4439717,-101.4143059
"C840S64R030","38011",46.2056707,-103.4318999
"C840S64R031","38057",47.4076426,-101.9319632
"C840S64R032","38007",47.2340597,-103.3213579
"C840S64R033","38053",47.6171277,-103.5450979
"C840S64R034","46031",45.9442265,-101.6387111
"C840S64R035","38033",46.7309876,-103.9865945
"C840S64R036","38001",46.1041487,-102.0608219
"C840S64R037","38059",46.7758047,-101.9283519
"C840S64R038","38105",48.5899857,-103.0592269
"C840S64R039","38013",48.6621167,-102.6906819
"C840S64R040","38061",47.9776527,-102.0433499
"C840S64R041","38055",47.7465897,-101.5077209
